,movieId,title,genres,is_Adventure,is_IMAX,is_(no genres listed),is_Action,is_Mystery,is_Drama,is_Animation,is_Fantasy,is_Romance,is_Thriller,is_Documentary,is_Western,is_Crime,is_War,is_Comedy,is_Film-Noir,is_Musical,is_Children,is_Sci-Fi,is_Horror
59,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
60,68,French Twist (Gazon maudit) (1995),Comedy|Romance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
61,69,Friday (1995),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
62,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
63,71,Fair Game (1995),Action,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,72,Kicking and Screaming (1995),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
65,73,"Misérables, Les (1995)",Drama|War,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
66,74,Bed of Roses (1996),Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
67,75,Big Bully (1996),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
68,76,Screamers (1995),Action|Sci-Fi|Thriller,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
69,77,Nico Icon (1995),Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
70,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
71,79,"Juror, The (1996)",Drama|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
72,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
73,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
74,82,Antonia's Line (Antonia) (1995),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
75,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
76,85,Angels and Insects (1995),Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
77,86,White Squall (1996),Action|Adventure|Drama,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,87,Dunston Checks In (1996),Children|Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
79,88,Black Sheep (1996),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
80,89,Nick of Time (1995),Action|Thriller,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
81,92,Mary Reilly (1996),Drama|Horror|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
82,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
83,94,Beautiful Girls (1996),Comedy|Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
84,95,Broken Arrow (1996),Action|Adventure|Thriller,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
85,96,In the Bleak Midwinter (1995),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
86,97,"Hate (Haine, La) (1995)",Crime|Drama,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
87,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
88,100,City Hall (1996),Drama|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
89,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
90,102,Mr. Wrong (1996),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
91,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
92,104,Happy Gilmore (1996),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
93,105,"Bridges of Madison County, The (1995)",Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
94,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
95,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
96,108,Catwalk (1996),Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
97,110,Braveheart (1995),Action|Drama|War,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
98,111,Taxi Driver (1976),Crime|Drama|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
99,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
100,113,Before and After (1996),Drama|Mystery,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,116,Anne Frank Remembered (1995),Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
102,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
103,118,If Lucy Fell (1996),Comedy|Romance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
104,119,"Steal Big, Steal Little (1995)",Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
105,121,"Boys of St. Vincent, The (1992)",Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,122,Boomerang (1992),Comedy|Romance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
107,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108,125,Flirting With Disaster (1996),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
110,128,Jupiter's Wife (1994),Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
111,129,Pie in the Sky (1996),Comedy|Romance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
112,132,Jade (1995),Thriller,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
113,135,Down Periscope (1996),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
114,137,Man of the Year (1995),Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
115,140,Up Close and Personal (1996),Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
116,141,"Birdcage, The (1996)",Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
117,144,"Brothers McMullen, The (1995)",Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
118,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
119,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
120,147,"Basketball Diaries, The (1995)",Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,148,"Awfully Big Adventure, An (1995)",Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,149,Amateur (1994),Crime|Drama|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
123,150,Apollo 13 (1995),Adventure|Drama|IMAX,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,151,Rob Roy (1995),Action|Drama|Romance|War,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
125,152,"Addiction, The (1995)",Drama|Horror,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
126,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
127,154,Beauty of the Day (Belle de jour) (1967),Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,155,Beyond Rangoon (1995),Adventure|Drama|War,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
129,156,Blue in the Face (1995),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
130,157,Canadian Bacon (1995),Comedy|War,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
131,158,Casper (1995),Adventure|Children,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
132,159,Clockers (1995),Crime|Drama|Mystery,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
133,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
134,161,Crimson Tide (1995),Drama|Thriller|War,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
135,162,Crumb (1994),Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
136,163,Desperado (1995),Action|Romance|Western,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
137,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
138,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
139,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
140,168,First Knight (1995),Action|Drama|Romance,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
141,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
142,170,Hackers (1995),Action|Adventure|Crime|Thriller,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
143,171,Jeffrey (1995),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
144,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
145,173,Judge Dredd (1995),Action|Crime|Sci-Fi,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
146,174,Jury Duty (1995),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
147,175,Kids (1995),Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,176,Living in Oblivion (1995),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
149,177,Lord of Illusions (1995),Horror,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
150,178,Love & Human Remains (1993),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
151,179,Mad Love (1995),Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
152,180,Mallrats (1995),Comedy|Romance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
153,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
154,183,Mute Witness (1994),Comedy|Horror|Thriller,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
155,184,Nadja (1994),Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,185,"Net, The (1995)",Action|Crime|Thriller,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
157,186,Nine Months (1995),Comedy|Romance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
158,187,Party Girl (1995),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
159,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
160,189,Reckless (1995),Comedy|Fantasy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
161,190,Safe (1995),Thriller,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
162,191,"Scarlet Letter, The (1995)",Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
163,193,Showgirls (1995),Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,194,Smoke (1995),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
165,195,Something to Talk About (1995),Comedy|Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
166,196,Species (1995),Horror|Sci-Fi,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
167,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
168,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
169,201,Three Wishes (1995),Drama|Fantasy,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
170,202,Total Eclipse (1995),Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
171,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
172,204,Under Siege 2: Dark Territory (1995),Action,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,205,Unstrung Heroes (1995),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
174,206,Unzipped (1995),Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
175,207,"Walk in the Clouds, A (1995)",Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
176,208,Waterworld (1995),Action|Adventure|Sci-Fi,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
177,209,White Man's Burden (1995),Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,210,Wild Bill (1995),Western,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
179,211,"Browning Version, The (1994)",Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
181,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,214,Before the Rain (Pred dozhdot) (1994),Drama|War,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
183,215,Before Sunrise (1995),Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
184,216,Billy Madison (1995),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
185,217,"Babysitter, The (1995)",Drama|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
186,218,Boys on the Side (1995),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
187,219,"Cure, The (1995)",Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,220,Castle Freak (1995),Horror,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
189,222,Circle of Friends (1995),Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
190,223,Clerks (1994),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
191,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
192,225,Disclosure (1994),Drama|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
193,227,Drop Zone (1994),Action|Thriller,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
194,228,Destiny Turns on the Radio (1995),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
195,229,Death and the Maiden (1994),Drama|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
196,230,Dolores Claiborne (1995),Drama|Thriller,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
197,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
198,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
199,233,Exotica (1994),Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,234,Exit to Eden (1994),Comedy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
201,235,Ed Wood (1994),Comedy|Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
202,236,French Kiss (1995),Action|Comedy|Romance,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
203,237,Forget Paris (1995),Comedy|Romance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
204,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
205,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
